X;min;mean;max;date
122;48;52;57;2007-05-02
123;46;53;60;2007-05-03
124;48;55;62;2007-05-04
125;44;55;66;2007-05-05
126;53;63;73;2007-05-06
127;48;58;69;2007-05-07
128;42;56;69;2007-05-08
129;42;58;73;2007-05-09
130;48;60;73;2007-05-10
131;48;62;75;2007-05-11
132;44;60;77;2007-05-12
133;48;63;78;2007-05-13
134;50;65;80;2007-05-14
135;51;66;80;2007-05-15
136;46;62;77;2007-05-16
137;46;58;69;2007-05-17
138;46;55;64;2007-05-18
139;50;59;68;2007-05-19
140;50;57;64;2007-05-20
141;50;58;66;2007-05-21
142;48;60;71;2007-05-22
143;50;60;71;2007-05-23
144;53;60;68;2007-05-24
145;48;60;71;2007-05-25
146;50;60;71;2007-05-26
147;48;62;77;2007-05-27
148;55;65;75;2007-05-28
149;55;60;64;2007-05-29
150;48;56;64;2007-05-30
151;41;55;69;2007-05-31
152;41;55;69;2007-06-01
153;44;58;73;2007-06-02
154;50;62;75;2007-06-03
155;53;64;75;2007-06-04
156;55;60;64;2007-06-05
157;51;58;66;2007-06-06
158;48;60;73;2007-06-07
159;53;60;68;2007-06-08
160;53;62;71;2007-06-09
161;48;60;73;2007-06-10
162;50;62;73;2007-06-11
163;48;62;75;2007-06-12
164;48;62;77;2007-06-13
165;50;62;75;2007-06-14
166;51;64;78;2007-06-15
167;51;64;77;2007-06-16
168;50;64;78;2007-06-17
169;50;66;82;2007-06-18
170;51;68;84;2007-06-19
171;55;70;84;2007-06-20
172;59;72;86;2007-06-21
173;55;72;89;2007-06-22
174;57;74;91;2007-06-23
175;55;72;89;2007-06-24
176;55;74;93;2007-06-25
177;55;74;93;2007-06-26
178;53;68;82;2007-06-27
179;57;68;78;2007-06-28
180;48;63;78;2007-06-29
181;55;66;78;2007-06-30
182;50;65;80;2007-07-01
183;53;68;82;2007-07-02
184;51;66;80;2007-07-03
185;51;66;82;2007-07-04
186;55;66;75;2007-07-05
187;46;60;75;2007-07-06
188;48;65;82;2007-07-07
189;51;68;86;2007-07-08
190;53;70;86;2007-07-09
191;53;70;87;2007-07-10
192;51;66;80;2007-07-11
193;46;60;75;2007-07-12
194;51;64;77;2007-07-13
195;50;65;80;2007-07-14
196;51;66;80;2007-07-15
197;55;70;86;2007-07-16
198;55;71;87;2007-07-17
199;57;72;87;2007-07-18
200;59;73;87;2007-07-19
201;55;71;87;2007-07-20
202;57;72;87;2007-07-21
203;59;74;89;2007-07-22
204;57;76;95;2007-07-23
205;59;78;98;2007-07-24
206;57;74;91;2007-07-25
207;64;75;86;2007-07-26
208;59;72;86;2007-07-27
209;60;72;84;2007-07-28
210;59;72;86;2007-07-29
211;60;74;89;2007-07-30
212;60;71;82;2007-07-31
213;53;66;80;2007-08-01
214;57;68;80;2007-08-02
215;57;70;82;2007-08-03
216;57;70;82;2007-08-04
217;50;56;62;2007-08-05
218;50;55;60;2007-08-06
219;51;62;73;2007-08-07
220;51;66;82;2007-08-08
221;50;67;84;2007-08-09
222;53;68;82;2007-08-10
223;60;68;75;2007-08-11
224;51;63;75;2007-08-12
225;48;64;80;2007-08-13
226;53;66;80;2007-08-14
227;57;70;84;2007-08-15
228;55;70;84;2007-08-16
229;59;72;86;2007-08-17
230;59;72;84;2007-08-18
231;57;70;84;2007-08-19
232;59;72;86;2007-08-20
233;57;72;86;2007-08-21
234;55;72;89;2007-08-22
235;59;75;91;2007-08-23
236;62;78;95;2007-08-24
237;66;78;89;2007-08-25
238;59;72;86;2007-08-26
239;62;74;82;2007-08-27
240;55;66;78;2007-08-28
241;53;68;82;2007-08-29
242;51;69;87;2007-08-30
243;55;73;91;2007-08-31
244;55;70;86;2007-09-01
245;59;68;77;2007-09-02
246;57;67;77;2007-09-03
247;44;60;77;2007-09-04
248;46;57;68;2007-09-05
249;37;48;60;2007-09-06
250;37;44;51;2007-09-07
251;37;50;62;2007-09-08
252;42;55;68;2007-09-09
253;44;56;69;2007-09-10
254;44;58;73;2007-09-11
255;50;59;68;2007-09-12
256;41;54;68;2007-09-13
257;44;56;69;2007-09-14
258;41;56;71;2007-09-15
259;48;60;73;2007-09-16
260;42;58;73;2007-09-17
261;48;62;77;2007-09-18
262;50;64;78;2007-09-19
263;51;56;62;2007-09-20
264;51;58;64;2007-09-21
265;48;59;68;2007-09-22
266;41;54;68;2007-09-23
267;39;55;71;2007-09-24
268;41;55;69;2007-09-25
269;51;58;66;2007-09-26
270;55;63;71;2007-09-27
271;51;63;75;2007-09-28
272;50;63;75;2007-09-29
273;46;58;69;2007-09-30
274;55;65;75;2007-10-01
275;50;59;68;2007-10-02
276;42;56;69;2007-10-03
277;42;56;71;2007-10-04
278;48;60;73;2007-10-05
279;46;60;73;2007-10-06
280;50;58;66;2007-10-07
281;53;60;66;2007-10-08
282;51;60;68;2007-10-09
283;53;58;64;2007-10-10
284;51;56;62;2007-10-11
285;51;56;62;2007-10-12
286;48;54;59;2007-10-13
287;35;43;51;2007-10-14
288;33;43;53;2007-10-15
289;32;46;60;2007-10-16
290;33;48;64;2007-10-17
291;35;48;62;2007-10-18
292;39;49;59;2007-10-19
293;32;37;42;2007-10-20
294;32;38;44;2007-10-21
295;39;44;50;2007-10-22
296;35;43;51;2007-10-23
297;42;48;53;2007-10-24
298;37;47;57;2007-10-25
299;41;49;57;2007-10-26
300;48;55;62;2007-10-27
301;46;52;57;2007-10-28
302;41;48;55;2007-10-29
303;37;46;55;2007-10-30
304;48;55;62;2007-10-31
305;48;54;59;2007-11-01
306;44;50;57;2007-11-02
307;42;50;57;2007-11-03
308;42;46;51;2007-11-04
309;35;42;48;2007-11-05
310;32;40;48;2007-11-06
311;28;39;48;2007-11-07
312;26;38;50;2007-11-08
313;26;38;51;2007-11-09
314;28;40;50;2007-11-10
315;28;39;50;2007-11-11
316;33;42;50;2007-11-12
317;28;36;42;2007-11-13
318;28;37;46;2007-11-14
319;35;42;48;2007-11-15
320;32;42;51;2007-11-16
321;35;38;42;2007-11-17
322;30;38;46;2007-11-18
323;28;34;41;2007-11-19
324;28;36;44;2007-11-20
325;26;35;44;2007-11-21
326;32;40;48;2007-11-22
327;30;39;48;2007-11-23
328;32;41;50;2007-11-24
329;32;44;55;2007-11-25
330;41;49;57;2007-11-26
331;32;42;50;2007-11-27
332;32;36;39;2007-11-28
333;33;38;42;2007-11-29
334;37;40;44;2007-11-30
335;32;41;50;2007-12-01
336;28;39;50;2007-12-02
337;30;40;50;2007-12-03
338;32;40;48;2007-12-04
339;30;36;42;2007-12-05
340;28;37;46;2007-12-06
341;28;36;44;2007-12-07
342;28;38;48;2007-12-08
343;37;40;42;2007-12-09
344;37;42;46;2007-12-10
345;35;40;44;2007-12-11
346;37;40;42;2007-12-12
347;32;37;42;2007-12-13
348;23;28;33;2007-12-14
349;21;24;28;2007-12-15
350;12;20;28;2007-12-16
351;24;28;33;2007-12-17
352;30;34;37;2007-12-18
353;23;28;33;2007-12-19
354;21;27;33;2007-12-20
355;21;28;35;2007-12-21
356;24;28;32;2007-12-22
357;24;27;30;2007-12-23
358;26;32;39;2007-12-24
359;32;37;42;2007-12-25
360;32;36;41;2007-12-26
361;32;36;39;2007-12-27
362;32;36;41;2007-12-28
363;28;36;41;2007-12-29
364;24;30;37;2007-12-30
365;21;29;37;2007-12-31
366;15;22;28;2008-01-01
367;12;18;24;2008-01-02
368;6;19;32;2008-01-03
369;15;24;33;2008-01-04
370;30;32;33;2008-01-05
371;32;37;42;2008-01-06
372;32;39;46;2008-01-07
373;30;37;44;2008-01-08
374;26;35;44;2008-01-09
375;26;32;39;2008-01-10
376;28;34;41;2008-01-11
377;30;32;35;2008-01-12
378;30;34;39;2008-01-13
379;32;37;42;2008-01-14
380;28;35;42;2008-01-15
381;30;37;44;2008-01-16
382;33;38;42;2008-01-17
383;30;38;46;2008-01-18
384;26;34;42;2008-01-19
385;30;38;46;2008-01-20
386;28;34;39;2008-01-21
387;30;38;46;2008-01-22
388;32;36;41;2008-01-23
389;28;34;39;2008-01-24
390;23;32;41;2008-01-25
391;26;37;48;2008-01-26
392;23;36;48;2008-01-27
393;28;34;41;2008-01-28
394;19;29;39;2008-01-29
395;17;29;41;2008-01-30
396;23;34;46;2008-01-31
397;30;39;48;2008-02-01
398;28;37;46;2008-02-02
399;33;38;44;2008-02-03
400;32;40;48;2008-02-04
401;35;42;50;2008-02-05
402;32;39;46;2008-02-06
403;28;35;42;2008-02-07
404;33;37;41;2008-02-08
405;30;34;39;2008-02-09
406;26;32;37;2008-02-10
407;28;35;42;2008-02-11
408;26;32;37;2008-02-12
409;19;29;39;2008-02-13
410;19;30;42;2008-02-14
411;21;34;48;2008-02-15
412;19;26;32;2008-02-16
413;14;19;24;2008-02-17
414;8;22;35;2008-02-18
415;19;34;48;2008-02-19
416;21;36;50;2008-02-20
417;28;37;46;2008-02-21
418;32;40;48;2008-02-22
419;32;42;51;2008-02-23
420;30;42;53;2008-02-24
421;30;42;53;2008-02-25
422;30;42;53;2008-02-26
423;32;44;55;2008-02-27
424;32;42;51;2008-02-28
425;30;40;51;2008-02-29
426;28;40;53;2008-03-01
427;33;45;57;2008-03-02
428;32;47;62;2008-03-03
429;30;45;60;2008-03-04
430;35;50;66;2008-03-05
431;41;50;59;2008-03-06
432;35;43;51;2008-03-07
433;35;42;48;2008-03-08
434;32;40;48;2008-03-09
435;37;44;51;2008-03-10
436;39;42;44;2008-03-11
437;33;43;53;2008-03-12
438;32;42;51;2008-03-13
439;28;40;53;2008-03-14
440;30;44;59;2008-03-15
441;30;42;55;2008-03-16
442;39;47;55;2008-03-17
443;39;44;48;2008-03-18
444;33;40;46;2008-03-19
445;33;38;44;2008-03-20
446;37;42;48;2008-03-21
447;41;46;50;2008-03-22
448;37;48;60;2008-03-23
449;35;43;51;2008-03-24
450;32;36;39;2008-03-25
451;30;38;46;2008-03-26
452;33;42;51;2008-03-27
453;39;45;51;2008-03-28
454;35;45;55;2008-03-29
455;32;44;57;2008-03-30
456;28;44;60;2008-03-31
457;30;42;55;2008-04-01
458;32;44;55;2008-04-02
459;35;42;50;2008-04-03
460;37;40;44;2008-04-04
461;39;42;46;2008-04-05
462;35;43;51;2008-04-06
463;39;49;59;2008-04-07
464;32;46;60;2008-04-08
465;44;48;51;2008-04-09
466;39;52;66;2008-04-10
467;53;66;80;2008-04-11
468;46;60;73;2008-04-12
469;51;58;66;2008-04-13
470;42;48;53;2008-04-14
471;33;44;55;2008-04-15
472;41;47;53;2008-04-16
473;32;42;51;2008-04-17
474;42;53;64;2008-04-18
475;39;50;60;2008-04-19
476;41;56;71;2008-04-20
477;42;56;69;2008-04-21
478;44;52;60;2008-04-22
479;42;48;55;2008-04-23
480;37;48;60;2008-04-24
481;44;52;60;2008-04-25
482;42;48;53;2008-04-26
483;41;49;57;2008-04-27
484;35;47;59;2008-04-28
485;33;46;59;2008-04-29
486;37;50;62;2008-04-30
487;39;54;69;2008-05-01
488;39;55;71;2008-05-02
489;48;58;69;2008-05-03
490;42;54;66;2008-05-04
491;41;52;64;2008-05-05
492;42;48;53;2008-05-06
493;41;49;57;2008-05-07
494;37;50;64;2008-05-08
495;37;50;64;2008-05-09
496;44;56;68;2008-05-10
497;42;53;64;2008-05-11
498;42;54;66;2008-05-12
499;50;59;68;2008-05-13
500;46;52;57;2008-05-14
501;37;50;64;2008-05-15
502;39;54;69;2008-05-16
503;44;58;73;2008-05-17
504;48;62;77;2008-05-18
505;48;64;80;2008-05-19
506;50;62;73;2008-05-20
507;46;58;71;2008-05-21
508;44;56;68;2008-05-22
509;51;58;66;2008-05-23
510;41;56;71;2008-05-24
511;42;58;73;2008-05-25
512;46;62;77;2008-05-26
513;50;65;80;2008-05-27
514;53;68;84;2008-05-28
515;51;66;80;2008-05-29
516;57;70;82;2008-05-30
517;51;64;78;2008-05-31
518;50;64;78;2008-06-01
519;57;66;75;2008-06-02
520;51;62;73;2008-06-03
521;53;61;69;2008-06-04
522;51;61;71;2008-06-05
523;44;56;69;2008-06-06
524;44;55;66;2008-06-07
525;50;60;68;2008-06-08
526;50;59;68;2008-06-09
527;50;62;75;2008-06-10
528;50;64;77;2008-06-11
529;48;62;77;2008-06-12
530;50;60;69;2008-06-13
531;46;58;71;2008-06-14
532;51;61;71;2008-06-15
533;42;58;75;2008-06-16
534;46;64;82;2008-06-17
535;53;70;87;2008-06-18
536;50;66;82;2008-06-19
537;60;72;84;2008-06-20
538;55;70;84;2008-06-21
539;57;70;82;2008-06-22
540;55;70;84;2008-06-23
541;57;72;86;2008-06-24
542;57;72;86;2008-06-25
543;60;72;84;2008-06-26
544;59;72;84;2008-06-27
545;57;72;86;2008-06-28
546;62;78;93;2008-06-29
547;60;72;84;2008-06-30
548;64;76;87;2008-07-01
549;62;73;84;2008-07-02
550;59;72;86;2008-07-03
551;53;70;86;2008-07-04
552;53;70;87;2008-07-05
553;57;70;82;2008-07-06
554;55;72;89;2008-07-07
555;55;72;89;2008-07-08
556;55;70;84;2008-07-09
557;60;72;84;2008-07-10
558;59;72;84;2008-07-11
559;57;72;86;2008-07-12
560;57;72;87;2008-07-13
561;59;76;93;2008-07-14
562;62;71;80;2008-07-15
563;50;62;75;2008-07-16
564;51;64;78;2008-07-17
565;51;68;86;2008-07-18
566;57;72;86;2008-07-19
567;59;74;89;2008-07-20
568;57;72;87;2008-07-21
569;57;72;87;2008-07-22
570;50;59;68;2008-07-23
571;51;58;66;2008-07-24
572;53;62;71;2008-07-25
573;57;67;77;2008-07-26
574;57;68;78;2008-07-27
575;53;66;80;2008-07-28
576;57;70;82;2008-07-29
577;55;68;82;2008-07-30
578;59;72;84;2008-07-31
579;57;70;84;2008-08-01
580;59;70;82;2008-08-02
581;57;72;87;2008-08-03
582;59;70;82;2008-08-04
583;55;70;86;2008-08-05
584;60;74;89;2008-08-06
585;64;76;89;2008-08-07
586;59;72;86;2008-08-08
587;59;74;89;2008-08-09
588;62;70;77;2008-08-10
589;57;68;80;2008-08-11
590;51;68;84;2008-08-12
591;57;72;87;2008-08-13
592;55;72;89;2008-08-14
593;57;72;87;2008-08-15
594;57;72;87;2008-08-16
595;50;67;84;2008-08-17
596;50;65;80;2008-08-18
597;60;72;84;2008-08-19
598;55;71;87;2008-08-20
599;57;73;89;2008-08-21
600;59;73;87;2008-08-22
601;57;73;89;2008-08-23
602;53;70;87;2008-08-24
603;50;67;84;2008-08-25
604;57;72;87;2008-08-26
605;60;74;84;2008-08-27
606;57;70;82;2008-08-28
607;53;64;75;2008-08-29
608;53;65;77;2008-08-30
609;57;68;80;2008-08-31
610;55;66;78;2008-09-01
611;57;68;78;2008-09-02
612;53;66;80;2008-09-03
613;51;66;82;2008-09-04
614;53;70;87;2008-09-05
615;51;68;84;2008-09-06
616;53;71;89;2008-09-07
617;57;73;89;2008-09-08
618;57;72;87;2008-09-09
619;64;72;80;2008-09-10
620;55;68;80;2008-09-11
621;51;69;87;2008-09-12
622;59;70;82;2008-09-13
623;57;60;64;2008-09-14
624;59;64;69;2008-09-15
625;50;60;69;2008-09-16
626;48;55;60;2008-09-17
627;41;52;64;2008-09-18
628;42;52;62;2008-09-19
629;46;52;59;2008-09-20
630;41;50;60;2008-09-21
631;44;52;59;2008-09-22
632;44;53;62;2008-09-23
633;46;52;57;2008-09-24
634;48;52;55;2008-09-25
635;46;55;64;2008-09-26
636;48;54;60;2008-09-27
637;46;52;59;2008-09-28
638;44;52;59;2008-09-29
639;37;50;64;2008-09-30
640;41;52;64;2008-10-01
641;44;52;60;2008-10-02
642;50;58;66;2008-10-03
643;48;60;71;2008-10-04
644;42;50;57;2008-10-05
645;35;48;60;2008-10-06
646;37;52;66;2008-10-07
647;41;54;68;2008-10-08
648;42;53;64;2008-10-09
649;42;54;66;2008-10-10
650;42;56;69;2008-10-11
651;42;56;69;2008-10-12
652;44;55;66;2008-10-13
653;41;54;66;2008-10-14
654;41;52;64;2008-10-15
655;42;58;73;2008-10-16
656;41;54;66;2008-10-17
657;44;55;66;2008-10-18
658;46;56;66;2008-10-19
659;42;53;64;2008-10-20
660;42;53;64;2008-10-21
661;42;53;64;2008-10-22
662;41;52;62;2008-10-23
663;42;52;62;2008-10-24
664;46;55;64;2008-10-25
665;46;52;59;2008-10-26
666;37;48;60;2008-10-27
667;35;50;64;2008-10-28
668;46;55;64;2008-10-29
669;46;58;69;2008-10-30
670;50;60;71;2008-10-31
671;51;60;69;2008-11-01
672;44;56;69;2008-11-02
673;42;52;62;2008-11-03
674;42;54;66;2008-11-04
675;46;56;66;2008-11-05
676;46;54;62;2008-11-06
677;42;52;62;2008-11-07
678;46;52;59;2008-11-08
679;44;52;59;2008-11-09
680;41;50;59;2008-11-10
681;35;45;55;2008-11-11
682;33;45;57;2008-11-12
683;32;44;57;2008-11-13
684;42;46;51;2008-11-14
685;48;54;59;2008-11-15
686;46;52;57;2008-11-16
687;41;48;55;2008-11-17
688;32;36;41;2008-11-18
689;32;40;48;2008-11-19
690;28;40;53;2008-11-20
691;46;50;53;2008-11-21
692;24;38;51;2008-11-22
693;23;30;37;2008-11-23
694;28;34;41;2008-11-24
695;37;47;57;2008-11-25
696;35;45;55;2008-11-26
697;30;39;48;2008-11-27
698;26;36;46;2008-11-28
699;41;44;46;2008-11-29
700;35;46;57;2008-11-30
701;35;46;57;2008-12-01
702;41;48;55;2008-12-02
703;42;50;57;2008-12-03
704;44;52;60;2008-12-04
705;41;47;53;2008-12-05
706;46;50;53;2008-12-06
707;33;42;50;2008-12-07
708;28;36;44;2008-12-08
709;24;32;41;2008-12-09
710;23;34;44;2008-12-10
711;30;37;44;2008-12-11
712;41;44;46;2008-12-12
713;35;42;48;2008-12-13
714;39;45;51;2008-12-14
715;35;43;51;2008-12-15
716;39;46;53;2008-12-16
717;41;46;51;2008-12-17
718;41;46;51;2008-12-18
719;37;42;46;2008-12-19
720;30;38;46;2008-12-20
721;28;37;46;2008-12-21
722;30;36;41;2008-12-22
723;24;35;46;2008-12-23
724;21;30;39;2008-12-24
725;19;28;37;2008-12-25
726;24;28;32;2008-12-26
727;26;30;33;2008-12-27
728;26;30;35;2008-12-28
729;21;28;33;2008-12-29
730;17;25;33;2008-12-30
731;14;24;35;2008-12-31
732;19;28;37;2009-01-01
733;32;37;42;2009-01-02
734;23;28;33;2009-01-03
735;23;24;26;2009-01-04
736;19;26;32;2009-01-05
737;19;26;32;2009-01-06
738;19;30;41;2009-01-07
739;32;36;39;2009-01-08
740;28;32;37;2009-01-09
741;19;29;37;2009-01-10
742;15;28;41;2009-01-11
743;21;31;41;2009-01-12
744;26;32;41;2009-01-13
745;35;40;44;2009-01-14
746;35;42;48;2009-01-15
747;32;39;46;2009-01-16
748;26;34;42;2009-01-17
749;24;36;48;2009-01-18
750;33;42;48;2009-01-19
751;30;42;53;2009-01-20
752;42;46;51;2009-01-21
753;46;50;53;2009-01-22
754;37;42;48;2009-01-23
755;39;44;50;2009-01-24
756;35;42;50;2009-01-25
757;32;40;48;2009-01-26
758;32;39;46;2009-01-27
759;32;39;46;2009-01-28
760;32;40;48;2009-01-29
761;33;37;41;2009-01-30
762;32;34;37;2009-01-31
763;33;38;42;2009-02-01
764;39;42;46;2009-02-02
765;33;43;53;2009-02-03
766;42;46;51;2009-02-04
767;37;44;50;2009-02-05
768;33;42;51;2009-02-06
769;33;46;59;2009-02-07
770;35;42;48;2009-02-08
771;33;40;46;2009-02-09
772;28;37;46;2009-02-10
773;33;40;48;2009-02-11
774;30;36;41;2009-02-12
775;28;32;37;2009-02-13
776;26;30;35;2009-02-14
777;23;29;35;2009-02-15
778;21;28;35;2009-02-16
779;19;29;39;2009-02-17
780;32;36;39;2009-02-18
781;24;30;37;2009-02-19
782;23;29;35;2009-02-20
783;21;29;37;2009-02-21
784;23;28;32;2009-02-22
785;17;27;37;2009-02-23
786;21;31;41;2009-02-24
787;26;34;42;2009-02-25
788;24;35;46;2009-02-26
789;23;34;46;2009-02-27
790;28;39;50;2009-02-28
791;24;38;53;2009-03-01
792;32;39;46;2009-03-02
793;37;45;53;2009-03-03
794;41;48;55;2009-03-04
795;42;46;51;2009-03-05
796;33;40;48;2009-03-06
797;35;42;50;2009-03-07
798;32;41;50;2009-03-08
799;28;40;53;2009-03-09
800;32;39;46;2009-03-10
801;28;35;42;2009-03-11
802;32;38;44;2009-03-12
803;26;37;48;2009-03-13
804;30;40;51;2009-03-14
805;24;37;50;2009-03-15
806;32;44;55;2009-03-16
807;35;43;51;2009-03-17
808;28;35;42;2009-03-18
809;24;35;46;2009-03-19
810;30;34;37;2009-03-20
811;30;34;37;2009-03-21
812;32;34;37;2009-03-22
813;24;35;46;2009-03-23
814;23;36;50;2009-03-24
815;33;40;48;2009-03-25
816;28;36;42;2009-03-26
817;26;38;50;2009-03-27
818;28;44;59;2009-03-28
819;41;49;57;2009-03-29
820;48;58;69;2009-03-30
821;48;54;60;2009-03-31
822;46;56;66;2009-04-01
823;48;57;66;2009-04-02
824;46;52;57;2009-04-03
825;41;52;64;2009-04-04
826;39;54;69;2009-04-05
827;42;52;62;2009-04-06
828;35;48;60;2009-04-07
829;35;48;60;2009-04-08
830;37;50;64;2009-04-09
831;37;52;66;2009-04-10
832;37;50;64;2009-04-11
833;39;50;62;2009-04-12
834;42;46;50;2009-04-13
835;42;46;51;2009-04-14
836;41;48;55;2009-04-15
837;33;46;60;2009-04-16
838;39;52;66;2009-04-17
839;41;54;66;2009-04-18
840;48;58;69;2009-04-19
841;48;56;64;2009-04-20
842;50;54;57;2009-04-21
843;46;50;53;2009-04-22
844;42;50;57;2009-04-23
845;41;50;59;2009-04-24
846;37;50;64;2009-04-25
847;37;48;60;2009-04-26
848;42;51;60;2009-04-27
849;44;48;53;2009-04-28
850;42;48;53;2009-04-29
851;44;52;59;2009-04-30
852;42;48;53;2009-05-01
853;37;48;60;2009-05-02
854;44;52;60;2009-05-03
855;44;52;60;2009-05-04
856;41;50;60;2009-05-05
857;41;52;64;2009-05-06
858;41;52;64;2009-05-07
859;37;52;66;2009-05-08
860;42;58;73;2009-05-09
861;46;60;73;2009-05-10
862;46;60;73;2009-05-11
863;44;58;73;2009-05-12
864;44;60;75;2009-05-13
865;48;64;80;2009-05-14
866;50;64;78;2009-05-15
867;48;60;73;2009-05-16
868;55;66;77;2009-05-17
869;53;64;75;2009-05-18
870;51;62;73;2009-05-19
871;50;65;80;2009-05-20
872;55;66;78;2009-05-21
873;50;62;75;2009-05-22
874;50;64;78;2009-05-23
875;51;64;78;2009-05-24
876;51;66;82;2009-05-25
877;53;66;78;2009-05-26
878;53;64;75;2009-05-27
879;51;61;71;2009-05-28
880;48;56;64;2009-05-29
881;42;52;62;2009-05-30
882;39;56;73;2009-05-31
883;50;60;71;2009-06-01
884;51;62;73;2009-06-02
885;50;57;64;2009-06-03
886;46;58;69;2009-06-04
887;46;60;75;2009-06-05
888;48;63;78;2009-06-06
889;50;66;82;2009-06-07
890;51;66;80;2009-06-08
891;51;66;80;2009-06-09
892;55;70;84;2009-06-10
893;53;66;80;2009-06-11
894;50;64;78;2009-06-12
895;53;64;75;2009-06-13
896;50;62;75;2009-06-14
897;48;63;78;2009-06-15
898;50;66;82;2009-06-16
899;53;70;87;2009-06-17
900;60;68;75;2009-06-18
901;53;65;77;2009-06-19
902;55;68;80;2009-06-20
903;51;62;73;2009-06-21
904;53;60;68;2009-06-22
905;48;58;68;2009-06-23
906;48;56;64;2009-06-24
907;51;60;69;2009-06-25
908;51;61;71;2009-06-26
909;55;64;73;2009-06-27
910;51;63;75;2009-06-28
911;51;64;77;2009-06-29
912;55;65;75;2009-06-30
913;55;64;73;2009-07-01
914;55;65;75;2009-07-02
915;55;66;77;2009-07-03
916;59;68;77;2009-07-04
917;59;68;77;2009-07-05
918;57;67;77;2009-07-06
919;55;66;78;2009-07-07
920;55;68;82;2009-07-08
921;55;68;82;2009-07-09
922;55;68;82;2009-07-10
923;51;62;73;2009-07-11
924;53;64;75;2009-07-12
925;46;62;77;2009-07-13
926;53;66;80;2009-07-14
927;53;68;84;2009-07-15
928;59;73;87;2009-07-16
929;64;74;84;2009-07-17
930;60;74;87;2009-07-18
931;59;70;80;2009-07-19
