X;min;mean;max;date
1810;30;40;50;2011-12-15
1811;37;44;50;2011-12-16
1812;37;44;50;2011-12-17
1813;32;37;42;2011-12-18
1814;33;36;39;2011-12-19
1815;32;36;39;2011-12-20
1816;30;34;39;2011-12-21
1817;28;30;32;2011-12-22
1818;28;30;33;2011-12-23
1819;21;27;33;2011-12-24
1820;23;31;39;2011-12-25
1821;30;34;37;2011-12-26
1822;26;34;41;2011-12-27
1823;21;30;39;2011-12-28
1824;21;29;37;2011-12-29
1825;23;31;39;2011-12-30
1826;28;34;39;2011-12-31
1827;23;32;41;2012-01-01
1828;19;30;41;2012-01-02
1829;23;32;42;2012-01-03
1830;24;30;37;2012-01-04
1831;28;37;46;2012-01-05
1832;32;38;44;2012-01-06
1833;26;32;37;2012-01-07
1834;21;30;39;2012-01-08
1835;19;27;35;2012-01-09
1836;21;29;37;2012-01-10
1837;26;32;37;2012-01-11
1838;23;33;42;2012-01-12
1839;19;32;44;2012-01-13
1840;12;26;39;2012-01-14
1841;6;20;33;2012-01-15
1842;5;18;30;2012-01-16
1843;6;18;30;2012-01-17
1844;8;20;33;2012-01-18
1845;10;24;37;2012-01-19
1846;23;32;41;2012-01-20
1847;21;32;41;2012-01-21
1848;17;29;41;2012-01-22
1849;30;39;48;2012-01-23
1850;33;38;42;2012-01-24
1851;26;32;39;2012-01-25
1852;26;30;35;2012-01-26
1853;24;28;33;2012-01-27
1854;21;28;35;2012-01-28
1855;30;34;37;2012-01-29
1856;24;28;33;2012-01-30
1857;19;26;32;2012-01-31
1858;17;24;32;2012-02-01
1859;23;24;26;2012-02-02
1860;26;32;37;2012-02-03
1861;32;36;39;2012-02-04
1862;23;30;37;2012-02-05
1863;21;29;37;2012-02-06
1864;23;26;30;2012-02-07
1865;19;22;26;2012-02-08
1866;17;24;30;2012-02-09
1867;19;24;30;2012-02-10
1868;24;28;33;2012-02-11
1869;32;34;37;2012-02-12
1870;21;28;33;2012-02-13
1871;15;22;30;2012-02-14
1872;12;22;33;2012-02-15
1873;21;30;39;2012-02-16
1874;10;21;32;2012-02-17
1875;12;26;41;2012-02-18
1876;12;26;41;2012-02-19
1877;30;39;48;2012-02-20
1878;28;37;46;2012-02-21
1879;37;42;46;2012-02-22
1880;26;37;48;2012-02-23
1881;23;36;48;2012-02-24
1882;24;38;53;2012-02-25
1883;32;38;44;2012-02-26
1884;23;30;35;2012-02-27
1885;19;26;32;2012-02-28
1886;19;32;46;2012-02-29
1887;26;36;46;2012-03-01
1888;23;36;48;2012-03-02
1889;26;38;51;2012-03-03
1890;30;42;53;2012-03-04
1891;33;42;51;2012-03-05
1892;33;40;48;2012-03-06
1893;32;36;39;2012-03-07
1894;32;32;33;2012-03-08
1895;33;38;42;2012-03-09
1896;35;36;37;2012-03-10
1897;35;38;41;2012-03-11
1898;32;36;39;2012-03-12
1899;32;39;46;2012-03-13
1900;28;40;51;2012-03-14
1901;30;40;50;2012-03-15
1902;30;42;53;2012-03-16
1903;26;42;57;2012-03-17
1904;28;44;59;2012-03-18
1905;30;45;60;2012-03-19
1906;32;50;69;2012-03-20
1907;33;46;60;2012-03-21
1908;35;48;60;2012-03-22
1909;33;46;60;2012-03-23
1910;35;48;62;2012-03-24
1911;41;50;60;2012-03-25
1912;35;48;62;2012-03-26
1913;39;48;57;2012-03-27
1914;33;46;60;2012-03-28
1915;30;46;62;2012-03-29
1916;46;52;59;2012-03-30
1917;33;46;60;2012-03-31
1918;35;48;60;2012-04-01
1919;33;42;51;2012-04-02
1920;33;50;66;2012-04-03
1921;41;49;57;2012-04-04
1922;37;46;55;2012-04-05
1923;48;52;55;2012-04-06
1924;41;50;60;2012-04-07
1925;41;48;53;2012-04-08
1926;33;42;47;2012-04-09
1927;32;40;49;2012-04-10
1928;30;42;53;2012-04-11
1929;41;48;55;2012-04-12
1930;37;44;50;2012-04-13
1931;46;50;55;2012-04-14
1932;46;50;55;2012-04-15
1933;39;47;55;2012-04-16
1934;46;52;59;2012-04-17
1935;42;45;48;2012-04-18
1936;46;50;55;2012-04-19
1937;42;46;51;2012-04-20
1938;39;45;51;2012-04-21
1939;32;46;59;2012-04-22
1940;41;50;60;2012-04-23
1941;50;60;69;2012-04-24
1942;42;51;60;2012-04-25
1943;32;49;66;2012-04-26
1944;39;58;77;2012-04-27
1945;48;60;71;2012-04-28
1946;46;60;75;2012-04-29
1947;42;58;75;2012-04-30
1948;46;62;79;2012-05-01
1949;48;63;78;2012-05-02
1950;48;58;69;2012-05-03
1951;44;58;71;2012-05-04
1952;39;55;71;2012-05-05
1953;41;56;71;2012-05-06
1954;42;58;73;2012-05-07
1955;44;58;73;2012-05-08
1956;50;60;71;2012-05-09
1957;48;60;71;2012-05-10
1958;48;62;77;2012-05-11
1959;48;62;75;2012-05-12
1960;46;60;75;2012-05-13
1961;46;55;64;2012-05-14
1962;46;48;50;2012-05-15
1963;48;54;60;2012-05-16
1964;46;50;53;2012-05-17
1965;46;55;64;2012-05-18
1966;41;55;69;2012-05-19
1967;46;59;72;2012-05-20
1968;50;60;71;2012-05-21
1969;50;55;60;2012-05-22
1970;50;55;60;2012-05-23
1971;48;56;65;2012-05-24
1972;50;60;69;2012-05-25
1973;53;58;62;2012-05-26
1974;50;55;60;2012-05-27
1975;44;54;64;2012-05-28
1976;46;55;64;2012-05-29
1977;44;53;62;2012-05-30
1978;42;56;71;2012-05-31
1979;46;60;73;2012-06-01
1980;46;60;75;2012-06-02
1981;48;62;77;2012-06-03
1982;48;63;78;2012-06-04
1983;53;60;66;2012-06-05
1984;48;60;72;2012-06-06
1985;48;62;77;2012-06-07
1986;50;66;81;2012-06-08
1987;53;69;85;2012-06-09
1988;57;68;80;2012-06-10
1989;53;66;80;2012-06-11
1990;50;66;82;2012-06-12
1991;53;66;78;2012-06-13
1992;44;61;78;2012-06-14
1993;51;64;78;2012-06-15
1994;64;74;83;2012-06-16
1995;53;68;84;2012-06-17
1996;57;72;86;2012-06-18
1997;51;69;87;2012-06-19
1998;71;78;84;2012-06-20
1999;71;78;86;2012-06-21
2000;62;72;82;2012-06-22
2001;71;78;84;2012-06-23
2002;64;71;78;2012-06-24
2003;66;76;85;2012-06-25
2004;57;70;82;2012-06-26
2005;64;71;78;2012-06-27
2006;66;74;81;2012-06-28
2007;66;76;83;2012-06-29
2008;66;75;84;2012-06-30
2009;57;72;87;2012-07-01
2010;59;70;82;2012-07-02
2011;55;72;89;2012-07-03
2012;57;71;85;2012-07-04
2013;60;74;89;2012-07-05
2014;59;73;87;2012-07-06
2015;57;72;87;2012-07-07
2016;59;72;86;2012-07-08
2017;60;74;89;2012-07-09
2018;60;76;91;2012-07-10
2019;57;74;91;2012-07-11
2020;51;70;90;2012-07-12
2021;53;70;87;2012-07-13
2022;57;74;91;2012-07-14
2023;53;74;95;2012-07-15
2024;77;83;89;2012-07-16
2025;62;72;83;2012-07-17
2026;69;76;84;2012-07-18
2027;68;76;83;2012-07-19
2028;62;74;87;2012-07-20
2029;53;72;92;2012-07-21
2030;53;72;90;2012-07-22
2031;62;74;86;2012-07-23
2032;64;74;84;2012-07-24
2033;62;72;82;2012-07-25
2034;57;70;84;2012-07-26
2035;60;74;87;2012-07-27
2036;62;74;85;2012-07-28
2037;59;76;93;2012-07-29
2038;59;75;91;2012-07-30
2039;64;76;89;2012-07-31
2040;60;70;80;2012-08-01
2041;55;68;80;2012-08-02
2042;55;71;87;2012-08-03
2043;57;72;88;2012-08-04
2044;59;73;87;2012-08-05
2045;55;73;91;2012-08-06
2046;59;78;96;2012-08-07
2047;60;74;89;2012-08-08
2048;66;80;93;2012-08-09
2049;60;72;84;2012-08-10
2050;57;67;77;2012-08-11
2051;53;65;77;2012-08-12
2052;48;63;78;2012-08-13
2053;50;65;80;2012-08-14
2054;51;67;83;2012-08-15
2055;53;70;86;2012-08-16
2056;60;73;86;2012-08-17
2057;57;72;86;2012-08-18
2058;59;70;82;2012-08-19
2059;57;70;83;2012-08-20
2060;55;70;86;2012-08-21
2061;57;75;93;2012-08-22
2062;57;74;90;2012-08-23
2063;55;72;89;2012-08-24
2064;57;72;86;2012-08-25
2065;55;72;89;2012-08-26
2066;53;66;80;2012-08-27
2067;48;65;82;2012-08-28
2068;48;64;80;2012-08-29
2069;50;66;82;2012-08-30
2070;51;68;84;2012-08-31
2071;53;69;85;2012-09-01
2072;51;67;83;2012-09-02
2073;51;66;81;2012-09-03
2074;51;66;80;2012-09-04
2075;55;70;84;2012-09-05
2076;55;68;82;2012-09-06
2077;57;68;80;2012-09-07
2078;57;68;80;2012-09-08
2079;53;66;79;2012-09-09
2080;57;68;79;2012-09-10
2081;51;63;75;2012-09-11
2082;50;64;77;2012-09-12
2083;48;64;80;2012-09-13
2084;59;64;69;2012-09-14
2085;55;63;71;2012-09-15
2086;53;58;64;2012-09-16
2087;53;62;71;2012-09-17
2088;51;63;75;2012-09-18
2089;51;62;73;2012-09-19
2090;48;58;68;2012-09-20
2091;41;52;62;2012-09-21
2092;35;52;70;2012-09-22
2093;42;57;72;2012-09-23
2094;46;63;80;2012-09-24
2095;50;64;78;2012-09-25
2096;50;64;78;2012-09-26
2097;50;64;77;2012-09-27
2098;50;64;77;2012-09-28
2099;50;64;77;2012-09-29
2100;50;64;78;2012-09-30
2101;48;63;78;2012-10-01
2102;50;64;77;2012-10-02
2103;50;60;71;2012-10-03
2104;46;58;71;2012-10-04
2105;46;58;71;2012-10-05
2106;48;60;73;2012-10-06
2107;46;60;73;2012-10-07
2108;51;63;75;2012-10-08
2109;44;54;64;2012-10-09
2110;44;53;62;2012-10-10
2111;42;56;69;2012-10-11
2112;46;55;64;2012-10-12
2113;51;60;69;2012-10-13
2114;57;62;68;2012-10-14
2115;51;60;69;2012-10-15
2116;50;58;66;2012-10-16
2117;46;58;69;2012-10-17
2118;41;52;64;2012-10-18
2119;42;56;69;2012-10-19
2120;41;54;68;2012-10-20
2121;41;54;66;2012-10-21
2122;37;50;64;2012-10-22
2123;44;55;66;2012-10-23
2124;41;52;64;2012-10-24
2125;41;54;66;2012-10-25
2126;37;52;66;2012-10-26
2127;41;52;62;2012-10-27
2128;57;62;66;2012-10-28
2129;46;52;59;2012-10-29
2130;35;45;53;2012-10-30
2131;35;45;55;2012-10-31
2132;46;50;54;2012-11-01
2133;51;58;64;2012-11-02
2134;42;51;60;2012-11-03
2135;42;52;62;2012-11-04
2136;50;56;62;2012-11-05
2137;57;60;63;2012-11-06
2138;48;52;53;2012-11-07
2139;41;48;55;2012-11-08
2140;32;42;53;2012-11-09
2141;41;48;55;2012-11-10
2142;33;44;55;2012-11-11
2143;39;46;53;2012-11-12
2144;39;49;59;2012-11-13
2145;51;53;55;2012-11-14
2146;46;47;48;2012-11-15
2147;48;52;57;2012-11-16
2148;46;52;57;2012-11-17
2149;37;47;57;2012-11-18
2150;48;52;55;2012-11-19
2151;51;52;53;2012-11-20
2152;50;52;55;2012-11-21
2153;48;52;57;2012-11-22
2154;42;46;51;2012-11-23
2155;42;48;55;2012-11-24
2156;41;47;53;2012-11-25
2157;41;47;53;2012-11-26
2158;41;46;50;2012-11-27
2159;44;52;59;2012-11-28
2160;50;52;55;2012-11-29
2161;50;52;55;2012-11-30
2162;42;48;55;2012-12-01
2163;39;44;48;2012-12-02
2164;35;40;46;2012-12-03
2165;24;32;39;2012-12-04
2166;38;40;42;2012-12-05
2167;30;32;33;2012-12-06
2168;28;32;37;2012-12-07
2169;32;36;41;2012-12-08
2170;26;31;36;2012-12-09
2171;19;28;37;2012-12-10
2172;28;34;39;2012-12-11
2173;14;24;33;2012-12-12
2174;10;22;35;2012-12-13
2175;19;28;37;2012-12-14
2176;28;34;41;2012-12-15
2177;33;36;39;2012-12-16
2178;33;39;45;2012-12-17
2179;35;37;39;2012-12-18
2180;33;36;39;2012-12-19
2181;30;36;41;2012-12-20
2182;26;32;37;2012-12-21
2183;30;32;33;2012-12-22
2184;23;29;35;2012-12-23
2185;24;35;46;2012-12-24
2186;26;36;46;2012-12-25
2187;32;36;40;2012-12-26
2188;35;40;46;2012-12-27
2189;35;40;46;2012-12-28
2190;39;40;42;2012-12-29
2191;33;40;48;2012-12-30
2192;28;36;44;2012-12-31
