"OBJECTID","ID_0","ISO","NAME_ENGLISH","NAME_ISO","NAME_FAO","NAME_LOCAL","NAME_OBSOLETE","NAME_VARIANTS","NAME_NONLATIN","NAME_FRENCH","NAME_SPANISH","NAME_RUSSIAN","NAME_ARABIC","NAME_CHINESE","WASPARTOF","CONTAINS","SOVEREIGN","ISO2","WWW","FIPS","ISON","VALIDFR","VALIDTO","POP2000","SQKM","POPSQKM","UNREGION1","UNREGION2","DEVELOPING","CIS","Transition","OECD","WBREGION","WBINCOME","WBDEBT","WBOTHER","CEEAC","CEMAC","CEPLG","COMESA","EAC","ECOWAS","IGAD","IOC","MRU","SACU","UEMOA","UMA","PALOP","PARTA","CACM","EurAsEC","Agadir","SAARC","ASEAN","NAFTA","GCC","CSN","CARICOM","EU","CAN","ACP","Landlocked","AOSIS","SIDS","Islands","LDC"
1,85,"GEO","Georgia","GEORGIA","Georgia","Sak'art'velo","","Transcaucasian Federated Republics","","Géorgie ","Georgia ","<U+0413><U+0440><U+0443><U+0437><U+0438><U+044F>","<U+062C><U+064A><U+0648><U+0631><U+062C><U+064A><U+0627>","<U+683C><U+9C81><U+5409><U+4E9A> ","","","Georgia","GE","","GG","268","1936","Present","5262050","69943.227","75.23316017432252","Western Asia","Asia","1","1","","","Europe & Central Asia","Lower middle income","Less indebted","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
